CourseID,YearMonth,monthly_enrollments,monthly_revenue,avg_trans_amount,YearMonth_str,Month_num,past_enrollment_lag1,past_revenue_lag1,past_enrollment_roll3,past_revenue_roll3,past_cum_enrollments,past_cum_revenue,past_revenue_per_enrollment,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,PrimaryTeacherID,PrimaryTeacherName,PrimaryTeacherExpertise,PrimaryTeacherExperience,PrimaryTeacherRating,avg_instructor_exp,avg_instructor_rating
CR00001,2025-11,13,6139.639999999999,472.28,2025-11,11,13.0,6139.639999999999,16.0,7556.479999999999,139.0,65646.92,472.28,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.682926829268293,4.191646341463414
CR00001,2025-12,12,5667.36,472.28,2025-12,12,13.0,6139.639999999999,16.333333333333332,7713.906666666666,152.0,71786.56,472.28,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.682926829268293,4.191646341463414
CR00002,2025-01,11,0.0,0.0,2025-01,1,12.363636363636363,0.0,12.363636363636363,0.0,0.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-02,10,0.0,0.0,2025-02,2,11.0,0.0,11.0,0.0,11.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-03,15,0.0,0.0,2025-03,3,10.0,0.0,10.5,0.0,21.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-04,20,0.0,0.0,2025-04,4,15.0,0.0,12.0,0.0,36.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-05,17,0.0,0.0,2025-05,5,20.0,0.0,15.0,0.0,56.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-06,12,0.0,0.0,2025-06,6,17.0,0.0,17.333333333333332,0.0,73.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-07,9,0.0,0.0,2025-07,7,12.0,0.0,16.333333333333332,0.0,85.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-08,17,0.0,0.0,2025-08,8,9.0,0.0,12.666666666666666,0.0,94.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-09,5,0.0,0.0,2025-09,9,17.0,0.0,12.666666666666666,0.0,111.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-10,9,0.0,0.0,2025-10,10,5.0,0.0,10.333333333333334,0.0,116.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-11,11,0.0,0.0,2025-11,11,9.0,0.0,10.333333333333334,0.0,125.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00002,2025-12,13,0.0,0.0,2025-12,12,11.0,0.0,8.333333333333334,0.0,136.0,0.0,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,17.013422818791945,4.2114093959731544
CR00003,2025-01,12,0.0,0.0,2025-01,1,14.545454545454545,0.0,14.545454545454545,0.0,0.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-02,10,0.0,0.0,2025-02,2,12.0,0.0,12.0,0.0,12.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-03,10,0.0,0.0,2025-03,3,10.0,0.0,11.0,0.0,22.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-04,14,0.0,0.0,2025-04,4,10.0,0.0,10.666666666666666,0.0,32.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-05,13,0.0,0.0,2025-05,5,14.0,0.0,11.333333333333334,0.0,46.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-06,16,0.0,0.0,2025-06,6,13.0,0.0,12.333333333333334,0.0,59.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-07,17,0.0,0.0,2025-07,7,16.0,0.0,14.333333333333334,0.0,75.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-08,16,0.0,0.0,2025-08,8,17.0,0.0,15.333333333333334,0.0,92.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-09,14,0.0,0.0,2025-09,9,16.0,0.0,16.333333333333332,0.0,108.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-10,15,0.0,0.0,2025-10,10,14.0,0.0,15.666666666666666,0.0,122.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-11,23,0.0,0.0,2025-11,11,15.0,0.0,15.0,0.0,137.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00003,2025-12,13,0.0,0.0,2025-12,12,23.0,0.0,17.333333333333332,0.0,160.0,0.0,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.589595375722542,4.079017341040462
CR00004,2025-01,20,0.0,0.0,2025-01,1,13.090909090909092,0.0,13.090909090909092,0.0,0.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-02,12,0.0,0.0,2025-02,2,20.0,0.0,20.0,0.0,20.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-03,10,0.0,0.0,2025-03,3,12.0,0.0,16.0,0.0,32.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-04,7,0.0,0.0,2025-04,4,10.0,0.0,14.0,0.0,42.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-05,11,0.0,0.0,2025-05,5,7.0,0.0,9.666666666666666,0.0,49.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-06,11,0.0,0.0,2025-06,6,11.0,0.0,9.333333333333334,0.0,60.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-07,21,0.0,0.0,2025-07,7,11.0,0.0,9.666666666666666,0.0,71.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-08,9,0.0,0.0,2025-08,8,21.0,0.0,14.333333333333334,0.0,92.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-09,15,0.0,0.0,2025-09,9,9.0,0.0,13.666666666666666,0.0,101.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-10,13,0.0,0.0,2025-10,10,15.0,0.0,15.0,0.0,116.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-11,15,0.0,0.0,2025-11,11,13.0,0.0,12.333333333333334,0.0,129.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00004,2025-12,10,0.0,0.0,2025-12,12,15.0,0.0,14.333333333333334,0.0,144.0,0.0,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.896103896103897,4.097987012987013
CR00005,2025-01,11,0.0,0.0,2025-01,1,13.909090909090908,0.0,13.909090909090908,0.0,0.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-02,15,0.0,0.0,2025-02,2,11.0,0.0,11.0,0.0,11.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-03,20,0.0,0.0,2025-03,3,15.0,0.0,13.0,0.0,26.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-04,10,0.0,0.0,2025-04,4,20.0,0.0,15.333333333333334,0.0,46.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-05,18,0.0,0.0,2025-05,5,10.0,0.0,15.0,0.0,56.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-06,16,0.0,0.0,2025-06,6,18.0,0.0,16.0,0.0,74.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-07,14,0.0,0.0,2025-07,7,16.0,0.0,14.666666666666666,0.0,90.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-08,11,0.0,0.0,2025-08,8,14.0,0.0,16.0,0.0,104.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-09,14,0.0,0.0,2025-09,9,11.0,0.0,13.666666666666666,0.0,115.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-10,13,0.0,0.0,2025-10,10,14.0,0.0,13.0,0.0,129.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-11,11,0.0,0.0,2025-11,11,13.0,0.0,12.666666666666666,0.0,142.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00005,2025-12,13,0.0,0.0,2025-12,12,11.0,0.0,12.666666666666666,0.0,153.0,0.0,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,15.795180722891565,4.05855421686747
CR00006,2025-01,11,3040.07,276.37,2025-01,1,13.090909090909092,3617.9345454545455,13.090909090909092,3617.9345454545455,0.0,0.0,0.0,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-02,14,3869.1800000000003,276.37,2025-02,2,11.0,3040.07,11.0,3040.07,11.0,3040.07,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-03,16,4421.92,276.37,2025-03,3,14.0,3869.1800000000003,12.5,3454.625,25.0,6909.25,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-04,13,3592.81,276.37,2025-04,4,16.0,4421.92,13.666666666666666,3777.056666666667,41.0,11331.17,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-05,17,4698.29,276.37,2025-05,5,13.0,3592.81,14.333333333333334,3961.3033333333333,54.0,14923.98,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-06,13,3592.81,276.37,2025-06,6,17.0,4698.29,15.333333333333334,4237.673333333333,71.0,19622.27,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-07,8,2210.96,276.37,2025-07,7,13.0,3592.81,14.333333333333334,3961.3033333333333,84.0,23215.08,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-08,15,4145.55,276.37,2025-08,8,8.0,2210.96,12.666666666666666,3500.686666666667,92.0,25426.04,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-09,10,2763.7,276.37,2025-09,9,15.0,4145.55,12.0,3316.44,107.0,29571.59,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-10,13,3592.81,276.37,2025-10,10,10.0,2763.7,11.0,3040.0699999999997,117.0,32335.29,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-11,14,3869.1800000000003,276.37,2025-11,11,13.0,3592.81,12.666666666666666,3500.6866666666665,130.0,35928.1,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00006,2025-12,12,3316.44,276.37,2025-12,12,14.0,3869.1800000000003,12.333333333333334,3408.5633333333335,144.0,39797.28,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.75,4.133461538461538
CR00007,2025-01,10,0.0,0.0,2025-01,1,14.454545454545455,0.0,14.454545454545455,0.0,0.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-02,6,0.0,0.0,2025-02,2,10.0,0.0,10.0,0.0,10.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-03,11,0.0,0.0,2025-03,3,6.0,0.0,8.0,0.0,16.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-04,20,0.0,0.0,2025-04,4,11.0,0.0,9.0,0.0,27.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-05,11,0.0,0.0,2025-05,5,20.0,0.0,12.333333333333334,0.0,47.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-06,20,0.0,0.0,2025-06,6,11.0,0.0,14.0,0.0,58.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-07,18,0.0,0.0,2025-07,7,20.0,0.0,17.0,0.0,78.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-08,13,0.0,0.0,2025-08,8,18.0,0.0,16.333333333333332,0.0,96.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-09,20,0.0,0.0,2025-09,9,13.0,0.0,17.0,0.0,109.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-10,18,0.0,0.0,2025-10,10,20.0,0.0,17.0,0.0,129.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-11,12,0.0,0.0,2025-11,11,18.0,0.0,17.0,0.0,147.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00007,2025-12,19,0.0,0.0,2025-12,12,12.0,0.0,16.666666666666668,0.0,159.0,0.0,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,16.02247191011236,3.932584269662921
CR00008,2025-01,6,0.0,0.0,2025-01,1,13.090909090909092,0.0,13.090909090909092,0.0,0.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-02,14,0.0,0.0,2025-02,2,6.0,0.0,6.0,0.0,6.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-03,12,0.0,0.0,2025-03,3,14.0,0.0,10.0,0.0,20.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-04,13,0.0,0.0,2025-04,4,12.0,0.0,10.666666666666666,0.0,32.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-05,15,0.0,0.0,2025-05,5,13.0,0.0,13.0,0.0,45.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-06,13,0.0,0.0,2025-06,6,15.0,0.0,13.333333333333334,0.0,60.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-07,17,0.0,0.0,2025-07,7,13.0,0.0,13.666666666666666,0.0,73.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-08,12,0.0,0.0,2025-08,8,17.0,0.0,15.0,0.0,90.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-09,12,0.0,0.0,2025-09,9,12.0,0.0,14.0,0.0,102.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-10,13,0.0,0.0,2025-10,10,12.0,0.0,13.666666666666666,0.0,114.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-11,17,0.0,0.0,2025-11,11,13.0,0.0,12.333333333333334,0.0,127.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00008,2025-12,14,0.0,0.0,2025-12,12,17.0,0.0,14.0,0.0,144.0,0.0,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,16.329113924050635,3.999113924050633
CR00009,2025-01,10,0.0,0.0,2025-01,1,12.636363636363637,0.0,12.636363636363637,0.0,0.0,0.0,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,15.387096774193548,3.9562580645161294
CR00009,2025-02,18,0.0,0.0,2025-02,2,10.0,0.0,10.0,0.0,10.0,0.0,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,15.387096774193548,3.9562580645161294
CR00009,2025-03,12,0.0,0.0,2025-03,3,18.0,0.0,14.0,0.0,28.0,0.0,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,15.387096774193548,3.9562580645161294
